open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1713576300000,63474.70,63503.50,63400.00,63499.10,462.547,1713576599999,29349220.86010,9168,192.011,12184836.50700,0
1713576600000,63499.20,63599.40,63436.60,63571.20,557.315,1713576899999,35401949.62890,11877,310.358,19716261.17030,0
1713576900000,63571.30,63585.10,63449.20,63560.00,330.002,1713577199999,20957618.11740,8221,148.983,9461049.31300,0
1713577200000,63561.20,63641.90,63468.40,63602.10,577.387,1713577499999,36701076.88230,11735,244.607,15552655.64730,0
1713577500000,63602.20,63767.00,63526.70,63730.60,881.000,1713577799999,56095515.57710,14511,609.280,38798683.83580,0
1713577800000,63730.60,63737.90,63639.10,63715.20,439.529,1713578099999,27997483.51130,10143,186.522,11881174.49590,0
1713578100000,63715.20,63715.20,63623.70,63623.70,406.620,1713578399999,25888720.88380,8362,136.632,8700096.24360,0
1713578400000,63623.70,63729.90,63585.60,63663.40,472.735,1713578699999,30092639.11710,9395,273.589,17418776.20810,0
1713578700000,63663.30,63695.70,63612.50,63695.60,216.811,1713578999999,13802022.89740,6960,103.512,6589648.88140,0
1713579000000,63695.70,63836.90,63653.20,63664.70,496.552,1713579299999,31649407.77940,11717,287.329,18316964.17270,0
1713579300000,63664.70,63675.30,63501.90,63546.40,433.829,1713579599999,27583745.03660,10682,150.635,9578149.38800,0
1713579600000,63546.30,63689.60,63502.40,63652.80,286.120,1713579899999,18196002.49270,6596,141.920,9028525.40580,0
