open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1713713700000,64980.80,65015.80,64937.00,64997.60,227.237,1713713999999,14765852.51630,5475,134.923,8767582.35100,0
1713714000000,64997.60,65090.80,64993.30,65055.90,345.468,1713714299999,22473514.05890,7580,226.843,14756570.12890,0
1713714300000,65055.90,65090.00,65000.00,65033.20,280.260,1713714599999,18231350.65170,6358,105.594,6869848.84590,0
1713714600000,65033.10,65055.00,64965.70,65012.90,174.797,1713714899999,11364712.90090,5251,87.333,5678539.06700,0
1713714900000,65013.00,65035.70,64995.30,65015.00,124.982,1713715199999,8125632.49950,3849,61.594,4004462.37910,0
1713715200000,65014.90,65068.70,64649.00,64708.00,2415.776,1713715499999,156542815.00904,30573,734.660,47608525.64120,0
1713715500000,64708.10,64911.00,64380.00,64535.00,7298.008,1713715799999,471405402.79420,86233,3457.442,223382996.74160,0
1713715800000,64534.90,64599.80,64400.00,64486.60,2505.734,1713716099999,161576489.97800,39720,1247.609,80457441.37360,0
1713716100000,64486.60,64610.30,64441.60,64480.00,1555.144,1713716399999,100360690.99040,28078,910.877,58788461.73020,0
1713716400000,64480.00,64571.00,64403.50,64499.30,928.983,1713716699999,59898638.01140,18995,474.323,30587212.57830,0
1713716700000,64499.30,64644.60,64485.40,64613.00,787.192,1713716999999,50839815.54960,14632,475.942,30739773.96070,0
1713717000000,64613.00,64666.00,64461.80,64477.00,967.268,1713717299999,62464461.79420,17776,416.071,26876716.19150,0
1713717300000,64477.10,64484.60,64214.20,64319.90,3609.138,1713717599999,232087608.87720,49431,1576.858,101405245.08380,0
1713717600000,64319.90,64491.70,64251.00,64430.10,1276.738,1713717899999,82206639.30910,22883,734.989,47327529.72310,0
1713717900000,64430.70,64590.80,64343.60,64536.10,1402.931,1713718199999,90476997.38540,22671,864.602,55764694.98710,0
1713718200000,64536.00,64536.10,64443.60,64467.90,591.904,1713718499999,38173861.72170,12299,246.431,15893083.14600,0
1713718500000,64468.00,64581.60,64466.00,64557.40,399.376,1713718799999,25773283.44390,9709,221.011,14263002.34940,0
1713718800000,64557.30,64641.80,64506.30,64550.10,757.086,1713719099999,48886352.24330,13880,432.322,27919098.97910,0
1713719100000,64550.00,64628.70,64550.00,64585.10,419.904,1713719399999,27126933.30390,8356,255.920,16532987.59960,0
1713719400000,64585.00,64600.80,64510.80,64566.20,356.896,1713719699999,23041133.74430,8486,150.638,9725501.70430,0
1713719700000,64566.20,64622.00,64514.20,64615.30,442.889,1713719999999,28604324.94520,9503,201.933,13041913.90710,0
1713720000000,64615.30,64660.00,64591.30,64650.80,548.553,1713720299999,35453547.79640,9383,301.149,19463954.41260,0
1713720300000,64650.80,64679.20,64584.70,64636.50,418.803,1713720599999,27068147.86160,8002,233.340,15082875.02020,0
1713720600000,64636.50,64686.10,64615.30,64644.50,302.268,1713720899999,19541257.46960,7437,166.907,10790926.05860,0
1713720900000,64644.40,64761.20,64621.30,64715.50,807.472,1713721199999,52257913.31620,13313,462.737,29949526.40740,0
1713721200000,64715.60,64788.00,64697.10,64721.30,714.344,1713721499999,46254630.02500,10582,382.514,24769742.88540,0
1713721500000,64721.20,64776.90,64713.40,64776.90,267.622,1713721799999,17330066.33680,6114,143.069,9264609.16160,0
1713721800000,64776.90,64859.00,64774.80,64847.80,576.891,1713722099999,37394455.47880,11278,394.166,25550694.70110,0
1713722100000,64847.90,64847.90,64776.90,64793.00,346.152,1713722399999,22431864.95380,6259,99.980,6479491.73590,0
1713722400000,64793.00,64807.90,64600.00,64680.00,1168.099,1713722699999,75553328.96830,16209,330.914,21398585.48930,0
1713722700000,64680.00,64782.30,64680.00,64777.80,316.872,1713722999999,20515947.52640,6119,173.219,11215534.59070,0
1713723000000,64778.00,64847.70,64758.40,64819.80,299.057,1713723299999,19381145.76990,7082,191.216,12392683.49870,0
1713723300000,64819.80,64819.80,64688.70,64697.40,547.663,1713723599999,35466777.45310,8828,133.200,8627795.93560,0
1713723600000,64697.40,64781.20,64687.70,64775.20,353.516,1713723899999,22882103.01910,4843,257.396,16658820.56480,0
1713723900000,64775.20,64817.60,64775.20,64810.00,284.451,1713724199999,18432662.07530,4779,176.849,11459796.59670,0
1713724200000,64809.90,64810.00,64719.20,64744.30,222.045,1713724499999,14380882.75020,5490,99.607,6451686.45690,0
1713724500000,64744.40,64796.00,64732.50,64774.70,222.182,1713724799999,14391180.75740,4420,78.049,5055113.28940,0
1713724800000,64774.70,64778.00,64717.20,64770.40,147.031,1713725099999,9520480.79340,4040,54.039,3499048.97280,0
1713725100000,64770.30,64777.50,64699.50,64747.10,172.203,1713725399999,11148522.44230,4597,58.836,3809110.14190,0
1713725400000,64747.10,64747.20,64711.40,64731.00,122.237,1713725699999,7911960.46940,3256,35.281,2283646.46630,0
1713725700000,64731.00,64771.00,64727.80,64754.50,110.296,1713725999999,7141551.33310,3722,55.501,3593644.57780,0
1713726000000,64754.50,64827.00,64712.20,64798.30,353.735,1713726299999,22913423.67190,8187,212.044,13736401.21680,0
1713726300000,64798.40,64830.00,64765.50,64789.00,360.941,1713726599999,23388958.40040,5817,147.103,9532571.28230,0
1713726600000,64789.00,64801.90,64654.80,64685.40,485.876,1713726899999,31450162.95370,7615,115.996,7506681.42600,0
1713726900000,64684.90,64706.00,64580.00,64655.50,593.413,1713727199999,38350572.74910,9619,222.667,14392512.27650,0
1713727200000,64655.60,64699.60,64623.70,64686.20,216.518,1713727499999,14000835.84870,5518,109.638,7089836.44940,0
1713727500000,64686.20,64734.30,64660.20,64691.50,224.613,1713727799999,14533269.66710,5170,151.902,9828673.98530,0
1713727800000,64691.50,64750.00,64666.00,64707.90,165.094,1713728099999,10683013.63180,4983,68.720,4446648.61290,0
1713728100000,64707.80,64733.30,64684.40,64708.00,124.767,1713728399999,8074211.11800,3875,50.760,3284829.14190,0
1713728400000,64708.00,64756.40,64700.00,64735.00,197.741,1713728699999,12800856.44460,4330,110.969,7183676.06720,0
1713728700000,64735.00,64756.60,64671.00,64688.00,138.546,1713728999999,8964472.95500,3826,53.550,3465340.99240,0
1713729000000,64688.00,64737.40,64588.00,64594.30,496.864,1713729299999,32130586.99970,6529,136.657,8839593.60000,0
1713729300000,64594.30,64640.00,64498.30,64506.90,748.950,1713729599999,48361367.67650,10913,321.603,20769117.32490,0
1713729600000,64507.00,64606.30,64322.70,64598.30,1989.417,1713729899999,128194376.30430,25507,1017.815,65604678.55250,0
1713729900000,64598.40,64617.90,64501.30,64566.90,641.011,1713730199999,41375414.39460,8644,224.746,14507360.30830,0
1713730200000,64566.90,64566.90,64450.00,64541.50,387.820,1713730499999,25015492.08510,7352,188.433,12155732.94740,0
1713730500000,64541.50,64690.80,64515.10,64599.80,657.126,1713730799999,42452787.34580,11162,457.876,29575312.49910,0
1713730800000,64599.80,64615.90,64538.40,64588.10,242.518,1713731099999,15660658.15720,5569,151.140,9759870.95980,0
1713731100000,64588.10,64594.40,64547.80,64579.20,136.269,1713731399999,8799850.11320,3375,58.792,3796562.23240,0
1713731400000,64579.20,64594.80,64517.50,64529.30,171.146,1713731699999,11045947.40730,4134,58.161,3753976.12920,0
1713731700000,64529.30,64550.00,64468.90,64510.00,192.895,1713731999999,12443293.96520,4562,70.466,4546187.82030,0
1713732000000,64510.10,64514.00,64448.40,64486.50,314.641,1713732299999,20288604.79020,5043,120.494,7770514.32930,0
1713732300000,64486.50,64521.60,64437.90,64484.00,238.595,1713732599999,15385343.74780,4768,117.982,7608249.13720,0
1713732600000,64484.00,64616.00,64484.00,64612.10,328.913,1713732899999,21226444.99940,6219,243.117,15690035.07920,0
1713732900000,64612.10,64646.00,64594.60,64621.50,303.544,1713733199999,19615405.54740,5514,169.356,10943972.94850,0
1713733200000,64621.50,64935.90,64621.40,64800.00,1596.364,1713733499999,103445298.15520,21551,1106.453,71696105.36120,0
1713733500000,64800.00,65242.00,64799.90,65092.20,3591.106,1713733799999,233546578.10340,44357,2225.169,144717434.85160,0
1713733800000,65092.10,65092.10,64873.30,64947.60,1160.689,1713734099999,75404161.51260,17676,417.592,27133790.22010,0
1713734100000,64947.60,64975.20,64857.90,64898.00,398.026,1713734399999,25832012.85010,8637,209.450,13592766.01500,0
1713734400000,64898.10,64971.40,64805.00,64971.30,628.610,1713734699999,40786803.53510,10362,424.660,27558209.22120,0
1713734700000,64971.40,64990.80,64899.50,64920.50,264.517,1713734999999,17179194.19440,5641,115.553,7504036.98180,0
1713735000000,64920.50,64920.50,64789.00,64838.40,467.922,1713735299999,30341747.52110,8848,115.364,7480672.52670,0
1713735300000,64838.50,64838.50,64611.00,64650.00,1019.010,1713735599999,65926302.41820,18001,335.427,21699063.21770,0
1713735600000,64650.10,64737.40,64650.00,64726.90,210.891,1713735899999,13645678.82200,5847,132.073,8545573.29840,0
1713735900000,64727.00,64796.20,64673.30,64709.10,248.763,1713736199999,16104559.37370,6721,135.907,8798933.11130,0
1713736200000,64709.20,64769.20,64694.40,64738.30,133.750,1713736499999,8658258.10830,4815,83.594,5411769.70030,0
1713736500000,64738.40,64761.00,64612.90,64632.00,223.424,1713736799999,14451855.77500,5671,53.805,3481050.42310,0
1713736800000,64632.20,64696.20,64520.20,64644.90,747.891,1713737099999,48302100.87470,13977,338.406,21858090.37270,0
1713737100000,64644.90,65000.30,64601.80,64948.70,1346.569,1713737399999,87292733.49520,18394,968.189,62764021.45150,0
1713737400000,64948.60,65034.80,64879.80,64987.10,1084.261,1713737699999,70452663.03760,17306,530.386,34464162.11850,0
1713737700000,64987.20,65019.20,64920.00,64943.70,399.683,1713737999999,25964591.28390,10947,172.466,11204223.60990,0
1713738000000,64943.80,64971.80,64875.70,64926.70,300.116,1713738299999,19484845.15700,8412,119.957,7788118.63240,0
1713738300000,64926.70,64940.80,64859.80,64933.50,273.905,1713738599999,17773408.94650,6677,145.867,9465224.01830,0
1713738600000,64933.50,64934.30,64864.30,64919.10,233.112,1713738899999,15127997.04660,6228,101.996,6619238.82770,0
1713738900000,64919.40,65060.80,64897.20,65036.20,360.641,1713739199999,23433522.66980,7900,220.255,14313562.55140,0
1713739200000,65036.10,65078.90,64964.70,65038.80,349.039,1713739499999,22699789.97370,8238,159.617,10381441.97380,0
1713739500000,65038.80,65058.40,64971.80,65004.90,344.384,1713739799999,22387246.60720,6407,142.093,9236573.28390,0
1713739800000,65004.90,65049.80,64952.00,64996.60,594.461,1713740099999,38639948.40410,7983,365.798,23776045.15390,0
1713740100000,64996.60,65037.10,64967.10,64998.20,235.604,1713740399999,15314319.89020,5639,126.461,8219831.45280,0
1713740400000,64998.20,65023.70,64901.90,64938.00,281.724,1713740699999,18297242.96430,7255,102.681,6669558.94140,0
1713740700000,64938.10,64955.50,64830.30,64908.90,442.295,1713740999999,28699506.73380,8206,120.457,7816270.26000,0
1713741000000,64908.80,64929.10,64854.20,64923.80,201.602,1713741299999,13083586.26090,5115,100.627,6530672.77740,0
1713741300000,64923.80,64964.70,64886.50,64932.70,259.093,1713741599999,16824814.44430,6162,112.719,7320009.57880,0
1713741600000,64932.70,64942.90,64865.40,64866.00,271.002,1713741899999,17586261.57640,5489,106.974,6941545.72420,0
1713741900000,64866.10,64967.20,64840.40,64967.00,281.444,1713742199999,18270401.02020,5859,178.159,11566641.55330,0
1713742200000,64967.00,64967.60,64894.20,64918.80,233.484,1713742499999,15157411.39670,4437,71.339,4631466.59910,0
1713742500000,64918.70,64971.40,64900.00,64964.30,128.957,1713742799999,8375629.78370,3248,56.334,3658880.31890,0
1713742800000,64964.40,64986.30,64933.60,64986.20,111.991,1713743099999,7275758.67230,3136,64.664,4201191.53880,0
1713743100000,64986.30,65041.40,64921.50,64944.70,259.262,1713743399999,16846413.19140,6792,143.555,9329998.73480,0
1713743400000,64944.70,64944.80,64870.00,64878.00,238.885,1713743699999,15503860.48260,4949,102.582,6658314.65420,0
1713743700000,64878.00,64929.00,64871.30,64912.60,201.009,1713743999999,13044923.10000,4511,88.498,5743114.08350,0
1713744000000,64912.70,64971.70,64884.30,64927.40,338.842,1713744299999,21999657.40860,6873,160.345,10410788.26830,0
1713744300000,64927.40,65087.40,64927.40,65084.50,712.482,1713744599999,46323494.05540,10351,438.209,28490599.37110,0
1713744600000,65084.50,65134.90,64989.20,65083.60,616.494,1713744899999,40120986.43630,11563,330.752,21528262.93100,0
1713744900000,65083.60,65135.60,65050.80,65090.50,366.523,1713745199999,23856924.37050,8879,168.880,10993016.66290,0
1713745200000,65090.50,65099.40,65009.50,65023.80,373.545,1713745499999,24300474.49820,8323,132.426,8615001.83770,0
1713745500000,65023.90,65034.90,64946.70,64994.70,294.593,1713745799999,19146451.26510,7388,112.416,7306279.19570,0
1713745800000,64994.70,65003.50,64764.10,64783.30,1068.097,1713746099999,69301504.61900,16476,394.178,25577007.74390,0
1713746100000,64783.40,64856.90,64712.00,64827.50,1026.150,1713746399999,66470861.40560,15534,415.925,26949492.96980,0
1713746400000,64827.50,64866.50,64772.40,64832.50,249.055,1713746699999,16145207.38220,7930,142.234,9220823.66450,0
1713746700000,64832.60,64860.00,64789.10,64830.90,427.144,1713746999999,27687356.34860,8573,157.244,10192884.17690,0
1713747000000,64830.90,64855.00,64802.80,64839.00,191.279,1713747299999,12399839.33360,6591,108.082,7006619.69190,0
1713747300000,64839.00,64910.90,64832.60,64873.30,437.158,1713747599999,28363513.88190,7544,313.119,20314922.43160,0
1713747600000,64873.20,64916.50,64837.80,64848.70,191.737,1713747899999,12438653.88500,6890,108.451,7036283.94210,0
1713747900000,64848.80,64853.90,64693.80,64776.70,471.148,1713748199999,30504757.98580,10022,145.239,9402859.27860,0
1713748200000,64776.80,64918.00,64767.10,64889.10,302.574,1713748499999,19627037.41100,7716,195.545,12684729.48470,0
1713748500000,64889.10,65204.30,64875.10,65204.30,1948.940,1713748799999,126852552.22450,26760,1401.235,91202638.98490,0
1713748800000,65204.50,65654.90,65188.60,65565.30,6119.101,1713749099999,400484406.64636,76706,3695.566,241866218.78996,0
1713749100000,65565.40,65599.30,64866.00,64886.60,3309.847,1713749399999,215873878.54310,46397,1131.957,73843050.41940,0
1713749400000,64886.60,64953.30,64566.80,64886.80,5064.146,1713749699999,327961907.48784,66999,2526.583,163646801.20150,0
1713749700000,64886.80,64918.80,64618.00,64720.70,1454.292,1713749999999,94190714.21010,25726,671.983,43532023.56590,0
1713750000000,64720.70,64833.70,64636.90,64760.70,1187.342,1713750299999,76862569.50050,17876,648.402,41973612.64410,0
1713750300000,64760.70,64896.80,64669.20,64765.90,733.778,1713750599999,47539845.36440,15078,436.019,28250185.78570,0
1713750600000,64765.90,64800.00,64583.50,64680.30,1094.006,1713750899999,70748552.66840,21471,526.991,34082799.82500,0
1713750900000,64680.30,64736.70,64620.00,64634.30,566.660,1713751199999,36662672.78320,11469,311.892,20180202.07110,0
1713751200000,64634.40,64820.80,64634.30,64810.80,707.330,1713751499999,45774651.82860,13720,395.820,25617570.08870,0
1713751500000,64810.80,64834.90,64470.50,64638.90,1602.358,1713751799999,103446736.61360,26786,729.389,47085317.68500,0
1713751800000,64638.90,64740.00,64601.40,64715.00,697.719,1713752099999,45133648.10430,13877,305.107,19736204.85950,0
1713752100000,64715.10,64780.00,64675.80,64714.00,453.693,1713752399999,29367783.68020,10956,234.797,15199759.99150,0
1713752400000,64714.20,64757.00,64600.10,64644.40,638.242,1713752699999,41277225.08490,10811,262.610,16981930.47060,0
1713752700000,64644.30,64741.60,64621.30,64731.00,268.109,1713752999999,17341377.20880,7019,115.416,7465730.26320,0
1713753000000,64731.00,64760.00,64633.00,64739.70,339.443,1713753299999,21965584.57530,8862,172.280,11148594.40990,0
1713753300000,64739.70,64843.10,64680.10,64805.80,577.075,1713753599999,37385738.31190,11012,342.827,22211147.92290,0
1713753600000,64805.80,64835.00,64703.80,64704.10,363.577,1713753899999,23550177.80810,8262,155.325,10062126.23920,0
1713753900000,64704.00,64759.40,64688.30,64700.00,227.567,1713754199999,14728137.67430,6411,102.414,6628359.40450,0
1713754200000,64700.10,64789.80,64691.10,64735.90,261.240,1713754499999,16909018.90670,6983,136.795,8854293.34250,0
1713754500000,64735.90,64784.60,64720.00,64774.30,123.108,1713754799999,7972310.23770,4364,80.535,5215413.90020,0
1713754800000,64774.20,64909.50,64721.00,64886.90,561.338,1713755099999,36389213.60850,10712,334.503,21685949.86520,0
1713755100000,64886.80,65072.40,64882.10,64972.10,1547.753,1713755399999,100580419.13820,20274,885.823,57562821.99700,0
1713755400000,64972.10,65088.00,64949.80,65065.50,771.636,1713755699999,50168237.12460,11935,361.546,23507222.54220,0
1713755700000,65065.60,65135.30,64967.20,65034.00,900.827,1713755999999,58605517.05500,16072,449.419,29243013.11150,0
1713756000000,65034.00,65094.90,64989.30,65075.40,415.196,1713756299999,27001303.73880,7422,188.224,12242499.10410,0
1713756300000,65075.40,65287.50,65075.30,65265.00,1362.084,1713756599999,88791133.23986,17663,910.770,59368459.26836,0
1713756600000,65265.00,65343.50,65187.70,65305.30,1266.605,1713756899999,82665889.34120,19261,700.885,45749592.75210,0
1713756900000,65305.30,65482.00,65305.30,65418.20,2215.410,1713757199999,144896249.18740,28199,1206.138,78884947.01500,0
1713757200000,65418.20,65661.20,65407.80,65661.20,2266.271,1713757499999,148564251.75510,29907,1341.201,87926329.66020,0
1713757500000,65661.20,65972.50,65661.20,65920.00,5141.263,1713757799999,338364737.62348,65357,3078.455,202595671.15778,0
1713757800000,65919.90,66101.00,65821.80,65921.20,3050.500,1713758099999,201204330.26860,46230,1545.181,101943545.88960,0
1713758100000,65921.20,66033.20,65653.00,65677.60,2485.822,1713758399999,163607321.47040,36300,959.744,63167195.59590,0
1713758400000,65677.50,65854.10,65587.40,65787.60,1949.926,1713758699999,128172400.74260,31301,951.660,62567830.23480,0
1713758700000,65787.60,65836.30,65671.50,65760.60,1042.505,1713758999999,68552578.98450,19145,435.936,28668663.85640,0
1713759000000,65760.50,65787.60,65537.80,65563.00,1229.057,1713759299999,80674151.67460,20051,460.547,30232678.83210,0
1713759300000,65562.90,65718.70,65466.60,65669.20,1853.767,1713759599999,121612603.71870,25939,963.870,63246669.26190,0
1713759600000,65669.20,65747.90,65635.20,65744.50,514.021,1713759899999,33771057.56750,12343,258.206,16964949.99700,0
1713759900000,65744.50,65748.40,65598.30,65655.60,472.154,1713760199999,31005994.77050,11586,196.512,12905148.74400,0
1713760200000,65655.60,65729.70,65553.60,65684.80,953.846,1713760499999,62616257.47560,15892,481.931,31639314.19470,0
1713760500000,65684.70,65689.90,65557.60,65640.00,379.464,1713760799999,24897590.27070,9871,180.607,11849690.52000,0
1713760800000,65639.90,65694.50,65581.40,65645.30,251.435,1713761099999,16502982.34900,7668,128.868,8458541.52180,0
1713761100000,65645.30,65776.90,65595.90,65721.80,973.767,1713761399999,63964237.50070,13007,634.466,41683623.29650,0
1713761400000,65721.70,65827.30,65663.60,65762.60,593.059,1713761699999,39004227.55700,13645,335.145,22043469.67350,0
1713761700000,65762.50,65762.60,65686.30,65708.40,290.720,1713761999999,19105721.05380,7490,113.034,7428092.70730,0
1713762000000,65708.50,65748.70,65668.10,65696.40,329.366,1713762299999,21641868.18400,7755,176.665,11608780.89570,0
1713762300000,65696.40,65848.70,65685.00,65799.70,586.175,1713762599999,38572858.24820,9877,420.245,27654480.23600,0
1713762600000,65799.70,65850.00,65788.30,65796.70,441.018,1713762899999,29031316.19410,7723,243.233,16012073.71670,0
1713762900000,65796.80,65940.00,65774.20,65887.70,667.767,1713763199999,43989472.67350,12465,408.399,26903971.86810,0
1713763200000,65887.70,65980.00,65825.00,65950.00,636.806,1713763499999,41981335.89800,12306,368.997,24328629.98410,0
1713763500000,65949.90,66041.90,65885.00,65933.50,1500.038,1713763799999,98923928.77780,17555,684.330,45133778.19360,0
1713763800000,65933.40,65934.30,65828.00,65836.90,642.175,1713764099999,42302843.60040,11228,238.829,15730248.13810,0
1713764100000,65836.90,65857.70,65811.10,65853.50,627.633,1713764399999,41325558.60570,8257,353.027,23246263.00250,0
1713764400000,65853.60,66266.00,65853.50,66115.40,2832.101,1713764699999,187237331.00440,37719,1749.001,115624417.78020,0
1713764700000,66115.40,66200.00,66018.00,66072.40,1317.463,1713764999999,87123164.92930,22843,550.182,36388241.17560,0
1713765000000,66072.40,66219.60,66050.10,66183.70,871.163,1713765299999,57611329.68810,13878,477.299,31570212.48540,0
1713765300000,66183.70,66390.00,66136.50,66342.80,2427.900,1713765599999,161014993.50950,32319,1386.621,91957869.77780,0
1713765600000,66342.80,66387.00,66206.50,66269.40,1591.570,1713765899999,105494968.14740,21757,706.740,46848688.90980,0
1713765900000,66269.30,66325.70,66141.50,66240.10,1268.082,1713766199999,83987750.34210,18068,409.550,27127345.52370,0
1713766200000,66240.00,66271.40,66130.10,66154.80,819.514,1713766499999,54240909.54330,14790,375.277,24839926.65680,0
1713766500000,66154.70,66234.00,66117.00,66234.00,656.855,1713766799999,43466062.91620,11386,309.052,20453732.91060,0
1713766800000,66234.00,66297.00,66181.10,66297.00,605.788,1713767099999,40118184.13930,11111,359.636,23817034.70120,0
1713767100000,66296.90,66317.20,66190.50,66241.60,593.217,1713767399999,39304283.59150,13333,246.403,16325669.82980,0
1713767400000,66241.60,66308.50,66184.60,66234.20,645.899,1713767699999,42786195.83120,13092,245.330,16252425.50960,0
1713767700000,66234.20,66290.00,66160.60,66200.00,434.764,1713767999999,28788359.76580,10238,172.127,11397419.45540,0
1713768000000,66200.00,66248.00,66150.30,66248.00,432.922,1713768299999,28657435.78280,8219,191.285,12662806.99610,0
1713768300000,66248.00,66347.10,66194.00,66257.60,919.889,1713768599999,60979207.40720,15130,438.926,29094488.65710,0
1713768600000,66257.70,66319.90,66240.40,66311.90,362.734,1713768899999,24043937.36900,8238,160.897,10664623.96710,0
1713768900000,66311.90,66312.00,66251.70,66268.80,302.248,1713769199999,20031631.35660,6824,111.452,7386468.22040,0
1713769200000,66268.70,66358.90,66250.00,66334.70,560.680,1713769499999,37174229.08160,10990,276.238,18316703.76750,0
1713769500000,66335.60,66449.00,66270.40,66318.50,1337.832,1713769799999,88794692.40720,20400,790.280,52457910.29530,0
1713769800000,66318.60,66318.60,66060.00,66082.00,1612.829,1713770099999,106696014.21740,23814,545.212,36066744.72650,0
1713770100000,66082.60,66156.40,66022.00,66107.10,1084.808,1713770399999,71691253.19540,15723,488.332,32275359.89340,0
1713770400000,66107.00,66148.10,66000.00,66020.90,762.422,1713770699999,50368262.83650,12440,273.371,18061116.34310,0
1713770700000,66020.90,66079.30,65968.00,66010.80,782.192,1713770999999,51639820.48300,13052,366.556,24200882.22160,0
1713771000000,66010.90,66091.20,65981.20,66085.30,712.913,1713771299999,47082124.94750,11205,455.901,30108468.49260,0
1713771300000,66085.20,66110.00,66014.00,66014.10,333.312,1713771599999,22019883.36470,7902,192.485,12716923.02100,0
1713771600000,66014.00,66077.40,65973.90,65976.10,451.659,1713771899999,29818422.14700,9209,200.730,13254468.31610,0
1713771900000,65976.10,66096.90,65976.00,66039.50,451.522,1713772199999,29825875.34060,8475,303.636,20057268.96480,0
1713772200000,66039.60,66074.90,65992.10,65995.10,324.472,1713772499999,21422431.70790,7487,151.320,9991006.61950,0
1713772500000,65995.00,66056.30,65936.50,65943.70,638.260,1713772799999,42116489.18240,11239,240.257,15854278.31400,0
1713772800000,65943.80,66105.00,65943.70,66039.50,1110.450,1713773099999,73336778.88330,16064,550.772,36374984.85040,0
1713773100000,66039.50,66080.00,65950.00,65968.90,475.420,1713773399999,31386729.96090,8378,258.463,17064354.17020,0
1713773400000,65968.90,66078.90,65911.10,66027.90,734.800,1713773699999,48478021.50150,15120,377.343,24898339.63840,0
1713773700000,66027.90,66093.00,66000.70,66074.90,552.164,1713773999999,36471656.26310,8942,283.324,18715322.15770,0
1713774000000,66074.90,66150.00,66070.00,66121.30,652.837,1713774299999,43164882.81240,11274,381.098,25197628.66460,0
1713774300000,66121.20,66149.00,66074.30,66108.20,315.487,1713774599999,20858219.76410,7331,141.780,9374065.18630,0
1713774600000,66108.10,66180.00,66077.50,66158.00,405.645,1713774899999,26827700.31060,8669,210.688,13935110.50070,0
1713774900000,66158.00,66173.80,66062.30,66091.00,452.155,1713775199999,29900248.66940,7879,134.217,8874754.33210,0
1713775200000,66091.00,66091.00,66001.20,66026.70,327.533,1713775499999,21628659.28460,7285,124.931,8249564.11400,0
1713775500000,66026.80,66054.50,65966.70,66026.10,348.133,1713775799999,22979138.51020,7853,140.087,9247037.37960,0
1713775800000,66026.10,66026.10,65876.00,65876.00,701.525,1713776099999,46262570.35940,10726,261.858,17271152.98730,0
1713776100000,65876.00,66006.50,65871.00,65935.80,492.611,1713776399999,32476332.18720,9604,271.678,17911659.97210,0
1713776400000,65935.90,65989.90,65893.20,65982.40,412.220,1713776699999,27184026.26140,9128,224.424,14800545.38680,0
1713776700000,65982.40,66035.60,65921.00,65996.00,396.800,1713776999999,26182787.82130,9085,206.711,13640747.81640,0
1713777000000,65996.00,66010.10,65933.60,65948.10,245.134,1713777299999,16170981.17460,5544,80.051,5280900.30510,0
1713777300000,65948.10,65992.40,65902.40,65909.90,336.195,1713777599999,22169296.38590,6694,145.698,9608015.37530,0
1713777600000,65910.00,65976.10,65880.10,65956.40,353.379,1713777899999,23297735.18220,8106,178.284,11755325.03920,0
1713777900000,65956.30,65974.80,65874.10,65922.80,322.622,1713778199999,21271029.83340,7061,161.642,10658065.62500,0
1713778200000,65922.70,65968.50,65885.20,65905.10,248.957,1713778499999,16411930.72630,6147,112.617,7424606.32790,0
1713778500000,65905.00,65927.30,65820.10,65899.90,675.985,1713778799999,44523255.54240,11437,246.066,16208057.19890,0
1713778800000,65900.00,65907.60,65764.10,65870.00,1015.497,1713779099999,66846345.61420,14919,389.397,25634893.73320,0
1713779100000,65869.90,65899.90,65813.00,65847.80,434.448,1713779399999,28610353.45540,8855,237.682,15652937.11240,0
1713779400000,65847.80,65877.00,65817.60,65826.10,272.800,1713779699999,17962169.76650,6556,148.331,9767091.59110,0
1713779700000,65826.10,65914.70,65820.00,65913.60,336.027,1713779999999,22131912.13630,7826,213.399,14055233.22780,0
1713780000000,65913.60,65913.60,65855.60,65885.20,306.255,1713780299999,20177446.94490,6719,144.578,9525258.30500,0
1713780300000,65885.30,66035.50,65858.30,65981.30,702.772,1713780599999,46351288.54790,11321,488.261,32206032.80180,0
1713780600000,65981.30,66049.00,65913.50,65976.50,632.181,1713780899999,41715421.15940,11046,392.800,25921341.11880,0
1713780900000,65976.50,66016.20,65925.00,66002.30,532.091,1713781199999,35104888.03700,8536,284.736,18788581.93030,0
1713781200000,66002.40,66078.20,65980.70,66053.80,459.736,1713781499999,30359276.09500,9622,311.794,20590426.86630,0
1713781500000,66053.80,66131.40,65960.00,65985.60,575.143,1713781799999,37985098.03180,10100,314.305,20763470.21200,0
1713781800000,65985.60,65985.70,65940.30,65960.90,286.091,1713782099999,18871171.14760,7063,134.681,8883824.10150,0
1713782100000,65960.90,65996.70,65898.20,65909.20,445.124,1713782399999,29349727.16890,8567,155.446,10251412.19640,0
1713782400000,65909.30,66014.00,65909.20,65994.00,335.434,1713782699999,22131079.33610,7361,209.478,13820285.45800,0
1713782700000,65993.90,66028.10,65968.30,65983.60,287.358,1713782999999,18963515.28590,6096,133.893,8836261.34740,0
1713783000000,65983.60,66065.90,65983.60,66021.60,236.012,1713783299999,15581041.11970,6244,154.527,10201496.16090,0
1713783300000,66021.50,66070.00,65998.40,66022.70,334.146,1713783599999,22067075.17010,6084,187.306,12369059.16590,0
1713783600000,66022.80,66085.90,65993.60,66018.00,310.314,1713783899999,20494543.68570,6906,187.544,12386667.86430,0
1713783900000,66018.00,66029.20,65850.00,65850.00,596.247,1713784199999,39317982.16860,10080,185.783,12251244.21750,0
